elevation,mindate,maxdate,latitude,name,datacoverage,id,elevationUnit,longitude
192.9,2022-03-27,2024-01-28,47.1239045,"TWO HARBORS 10.8 NE, MN US",0.9072,GHCND:US1MNLK0035,METERS,-91.490649
201.8,2022-03-20,2022-11-18,47.02147,"TWO HARBORS 0.6 SSE, MN US",0.998,GHCND:US1MNLK0037,METERS,-91.670252
196.3,2022-03-17,2023-10-29,47.12971,"TWO HARBORS 11.7 NE, MN US",0.6099,GHCND:US1MNLK0038,METERS,-91.47339
513.3,2022-05-11,2024-01-30,47.3171,"TWO HARBORS 19.8 N, MN US",0.998,GHCND:US1MNLK0041,METERS,-91.66657
237.1,2022-06-09,2023-12-08,47.2971,"SILVER BAY 0.9 ENE, MN US",0.2865,GHCND:US1MNLK0042,METERS,-91.2594
367.3,2022-11-24,2024-01-30,47.069288,"TWO HARBORS 4.4 NW, MN US",0.4612,GHCND:US1MNLK0043,METERS,-91.749993
490.4,2015-04-06,2023-10-26,44.4595462828875,"IVANHOE 5.7 E, MN US",0.1446,GHCND:US1MNLN0002,METERS,-96.1372932046652
544.1,2019-05-21,2024-01-09,44.412662,"HENDRICKS 8.0 SE, MN US",0.3209,GHCND:US1MNLN0004,METERS,-96.336476
530,2022-07-08,2024-01-08,44.202216,"PIPESTONE 14.3 N, MN US",0.2018,GHCND:US1MNLN0006,METERS,-96.340732
331.9,2016-03-21,2017-10-03,44.848344,"DAWSON 5.7 SSE, MN US",0.4715,GHCND:US1MNLQ0004,METERS,-96.027094
321.9,2018-05-29,2023-12-27,44.932983,"DAWSON 0.6 WNW, MN US",0.1054,GHCND:US1MNLQ0005,METERS,-96.061328
309.4,2021-04-01,2023-10-19,44.97347,"MONTEVIDEO 7.9 WNW, MN US",0.6663,GHCND:US1MNLQ0011,METERS,-95.87297
309.4,2023-03-23,2023-10-26,44.993235,"MONTEVIDEO 8.5 WNW, MN US",0.9947,GHCND:US1MNLQ0014,METERS,-95.879191
321,2010-04-01,2023-10-29,44.449,"MONTGOMERY 2.6 E, MN US",0.7499,GHCND:US1MNLS0001,METERS,-93.5264
314.9,2011-04-01,2015-09-16,44.533091,"NEW PRAGUE 1.3 SE, MN US",0.648,GHCND:US1MNLS0003,METERS,-93.555837
263,2011-04-01,2022-10-31,44.452673,"LE SUEUR 1.2 SSE 104, MN US",0.636,GHCND:US1MNLS0004,METERS,-93.895707
303.3,2011-10-01,2013-12-24,44.2634951,"MADISON LAKE 4.6 NNW, MN US",0.9616,GHCND:US1MNLS0006,METERS,-93.8595836
313.6,2014-06-28,2023-10-25,44.5391113311052,"NEW PRAGUE 1.1 ESE, MN US",0.0696,GHCND:US1MNLS0009,METERS,-93.5555919259787
312.7,2015-02-01,2015-06-16,44.2051,"ELYSIAN 0.7 N, MN US",1,GHCND:US1MNLS0010,METERS,-93.678
304.2,2015-06-01,2024-01-30,44.4655265808105,"LE CENTER 5.8 NNW, MN US",0.998,GHCND:US1MNLS0012,METERS,-93.7734222412109
323.4,2016-03-26,2024-01-30,44.5327793831489,"NEW PRAGUE 1.0 S, MN US",0.9051,GHCND:US1MNLS0013,METERS,-93.5725456514511
299.6,2016-11-30,2024-01-30,44.540333,"HENDERSON 1.4 NE, MN US",0.2118,GHCND:US1MNLS0015,METERS,-93.885889
288,2020-04-21,2024-01-30,44.38622,"LE SUEUR 5.8 S, MN US",0.9086,GHCND:US1MNLS0023,METERS,-93.91495
321.3,2020-05-01,2024-01-29,44.47409,"MONTGOMERY 2.1 N, MN US",0.6652,GHCND:US1MNLS0024,METERS,-93.58713
3057.8,2020-09-07,2024-01-30,44.542649,"NEW PRAGUE 0.5 SE, MN US",0.9017,GHCND:US1MNLS0026,METERS,-93.56533
307.2,2021-07-09,2024-01-27,44.23502,"WATERVILLE 1.7 WNW, MN US",0.8156,GHCND:US1MNLS0029,METERS,-93.603978
298.7,2022-03-21,2024-01-30,44.308677,"SAINT PETER 1.6 SSE, MN US",0.8987,GHCND:US1MNLS0032,METERS,-93.948013
306,2022-04-12,2024-01-30,44.252698,"KASOTA 4.9 ESE, MN US",0.6313,GHCND:US1MNLS0033,METERS,-93.88555
354.5,2023-05-01,2024-01-29,48.523286,"BAUDETTE 14.3 SSW, MN US",0.9956,GHCND:US1MNLW0003,METERS,-94.714969
354.2,2009-11-01,2020-04-24,44.440113,"MARSHALL 0.6 S, MN US",1,GHCND:US1MNLY0002,METERS,-95.78985
342,2011-04-01,2023-12-17,44.523959,"GHENT 2.8 ENE, MN US",0.8316,GHCND:US1MNLY0003,METERS,-95.839532
355.7,2014-04-01,2015-10-24,44.561959,"MINNEOTA 0.3 W, MN US",0.9819,GHCND:US1MNLY0004,METERS,-95.989522
357.5,2021-04-08,2023-11-27,44.5604,"MINNEOTA 0.2 SW, MN US",0.611,GHCND:US1MNLY0011,METERS,-95.9857
379.5,2021-08-25,2023-08-07,44.320963,"TRACY 6.5 NNW, MN US",0.3014,GHCND:US1MNLY0013,METERS,-95.67818
335,2021-08-30,2024-01-09,44.5444,"COTTONWOOD 4.7 S, MN US",0.7406,GHCND:US1MNLY0014,METERS,-95.6761
341.7,2022-09-23,2024-01-26,44.3667735,"MILROY 4.1 SSW, MN US",1,GHCND:US1MNLY0015,METERS,-95.5954873
325.2,1998-06-01,2023-11-08,44.897976,"HUTCHINSON 0.9 NNE, MN US",0.9986,GHCND:US1MNMC0003,METERS,-94.372294
304.2,2012-04-01,2024-01-30,44.7683423012495,"GLENCOE 0.3 WSW, MN US",1,GHCND:US1MNMC0005,METERS,-94.1558092832565
316.7,1998-06-17,2024-01-30,44.8121206462383,"GLENCOE 3.2 NNW, MN US",1,GHCND:US1MNMC0006,METERS,-94.1790459305048
322.8,2015-07-01,2024-01-30,44.927885,"SILVER LAKE 1.7 N, MN US",0.9961,GHCND:US1MNMC0007,METERS,-94.204085
311.2,2016-03-10,2023-11-21,44.73845,"GLENCOE 3.4 SW, MN US",0.2755,GHCND:US1MNMC0009,METERS,-94.204389
322.5,2016-03-19,2023-12-27,44.866829,"HUTCHINSON 1.5 SSE, MN US",0.5042,GHCND:US1MNMC0010,METERS,-94.361909
336.8,2016-04-11,2024-01-30,44.9660301208496,"HUTCHINSON 5.6 N, MN US",0.9996,GHCND:US1MNMC0012,METERS,-94.3645477294922
328.9,2016-04-28,2017-09-05,44.903653,"HUTCHINSON 1.4 NNW, MN US",0.8271,GHCND:US1MNMC0013,METERS,-94.390631
319.1,2010-05-23,2023-12-27,44.89034,"LESTER PRAIRIE 3.1 W, MN US",0.5003,GHCND:US1MNMC0015,METERS,-94.09967
329.5,2018-05-14,2022-10-17,44.886335,"HUTCHINSON 0.1 ENE, MN US",0.793,GHCND:US1MNMC0016,METERS,-94.375036
303.3,1998-06-17,2024-01-18,44.7737088,"PLATO 0.3 ENE, MN US",0.6026,GHCND:US1MNMC0017,METERS,-94.0341661
313.6,2017-10-26,2023-10-15,44.730373,"BROWNTON 0.2 SSE, MN US",0.5559,GHCND:US1MNMC0020,METERS,-94.349876
311.8,2019-10-13,2023-10-15,44.84121,"GLENCOE 5.3 NNE, MN US",0.0806,GHCND:US1MNMC0021,METERS,-94.11324
325.5,2020-03-29,2021-10-26,44.885065,"HUTCHINSON 0.6 W, MN US",0.8111,GHCND:US1MNMC0023,METERS,-94.388478
322.8,2021-12-27,2024-01-19,44.9037,"HUTCHINSON 2.1 NW, MN US",0.9403,GHCND:US1MNMC0026,METERS,-94.4113
306.9,2022-04-13,2023-10-28,44.96551,"WINSTED 1.1 ENE, MN US",0.6986,GHCND:US1MNMC0027,METERS,-94.03093
300.5,2023-03-27,2024-01-30,44.8817,"LESTER PRAIRIE 0.4 W, MN US",0.8323,GHCND:US1MNMC0036,METERS,-94.04599
328,2023-04-20,2023-10-26,44.726036,"STEWART 0.4 ENE, MN US",1,GHCND:US1MNMC0038,METERS,-94.47888
310.9,2011-04-01,2015-10-24,45.1437057,"DASSEL 4.4 NNE, MN US",0.6178,GHCND:US1MNMK0002,METERS,-94.2888271
309.4,2011-04-01,2023-10-27,45.1518552,"DASSEL 4.8 N, MN US",0.7319,GHCND:US1MNMK0003,METERS,-94.3019502
340.5,2013-09-01,2017-01-01,44.93241,"COSMOS 0.2 S, MN US",1,GHCND:US1MNMK0007,METERS,-94.69555
322.2,2015-02-01,2016-12-01,45.0515862554312,"DASSEL 3.4 SE, MN US",1,GHCND:US1MNMK0008,METERS,-94.2622413486242
366.4,2007-12-09,2024-01-30,45.077658,"DASSEL 0.4 S, MN US",1,GHCND:US1MNMK0011,METERS,-94.315676
356,2017-05-31,2020-05-01,45.301078,"WATKINS 3.2 WSW, MN US",1,GHCND:US1MNMK0012,METERS,-94.474603
361.5,1998-06-17,2023-05-28,45.2964,"EDEN VALLEY 3.6 SW, MN US",0.894,GHCND:US1MNMK0013,METERS,-94.607418
339.2,2018-05-01,2023-08-14,45.094568,"DARWIN 0.2 SSE, MN US",0.9819,GHCND:US1MNMK0015,METERS,-94.412312
339.2,2021-06-20,2024-01-30,44.9599711,"LITCHFIELD 11.6 SSW, MN US",0.8115,GHCND:US1MNMK0018,METERS,-94.5845074
365.8,2021-04-07,2023-10-26,45.3222278,"WATKINS 1.3 WNW, MN US",0.9925,GHCND:US1MNMK0020,METERS,-94.4375158
362.4,2022-04-20,2023-11-03,45.030602,"LITCHFIELD 6.4 S, MN US",0.5737,GHCND:US1MNMK0021,METERS,-94.5123302
346.9,2022-06-11,2024-01-29,45.12057,"LITCHFIELD 0.4 ESE, MN US",0.3813,GHCND:US1MNMK0023,METERS,-94.51868
328.6,2023-03-26,2024-01-30,45.063625,"DARWIN 2.3 S, MN US",0.9968,GHCND:US1MNMK0027,METERS,-94.404752
375.8,2023-04-01,2024-01-30,45.317968,"EDEN VALLEY 2.2 WSW, MN US",0.8754,GHCND:US1MNMK0028,METERS,-94.589046
383.7,2011-03-01,2024-01-25,46.10883,"ONAMIA 4.3 NW, MN US",0.9993,GHCND:US1MNML0001,METERS,-93.73887
402,1998-06-01,2016-08-29,46.220672,"GARRISON 5.5 S, MN US",0.1428,GHCND:US1MNML0003,METERS,-93.808908
302.4,2012-03-20,2017-09-20,45.6612596,"PRINCETON 6.3 N, MN US",0.0502,GHCND:US1MNML0004,METERS,-93.5726043
302.1,2017-04-26,2018-10-10,45.5852,"PRINCETON 1.1 NNE, MN US",0.999,GHCND:US1MNML0007,METERS,-93.577
331,2019-03-01,2019-10-11,45.74483,"MILACA 1.1 SE, MN US",0.9947,GHCND:US1MNML0008,METERS,-93.63421
342.9,2020-05-01,2021-01-18,45.752081,"FORESTON 2.1 NW, MN US",0.9925,GHCND:US1MNML0011,METERS,-93.742996
382.5,2021-03-22,2024-01-30,46.150794,"ISLE 1.0 NW, MN US",0.9129,GHCND:US1MNML0012,METERS,-93.475221
300.5,2022-02-21,2024-01-24,45.578318,"PRINCETON 0.6 N, MN US",0.458,GHCND:US1MNML0013,METERS,-93.57961
381.6,2022-06-07,2022-10-11,46.040387,"ONAMIA 2.1 S, MN US",0.9819,GHCND:US1MNML0016,METERS,-93.672056
330.4,2022-06-07,2023-11-05,45.735599,"FORESTON 0.2 N, MN US",0.8066,GHCND:US1MNML0017,METERS,-93.708931
336.5,2011-07-01,2024-01-30,45.9688628,"LITTLE FALLS 1.2 SW, MN US",0.9997,GHCND:US1MNMR0004,METERS,-94.377201
329.8,1998-06-01,2014-10-27,45.819016546011,"ROYALTON 4.9 W, MN US",0.149,GHCND:US1MNMR0007,METERS,-94.3916606158018
392,2016-04-05,2024-01-08,46.1449,"HILLMAN 9.6 N, MN US",0.4166,GHCND:US1MNMR0012,METERS,-93.894309
367.9,2017-03-01,2024-01-30,46.067857,"LITTLE FALLS 8.0 NE, MN US",0.9995,GHCND:US1MNMR0013,METERS,-94.247899
338.6,2018-05-30,2020-10-21,46.026078,"LITTLE FALLS 3.0 N, MN US",0.3572,GHCND:US1MNMR0017,METERS,-94.354336
392.6,2020-04-19,2024-01-30,46.126922,"HILLMAN 8.3 N, MN US",0.8987,GHCND:US1MNMR0020,METERS,-93.88661767
372.8,2020-05-01,2024-01-30,46.304969,"PILLAGER 2.2 SW, MN US",0.9606,GHCND:US1MNMR0021,METERS,-94.507141
357.2,2020-05-27,2023-10-30,45.9746,"PIERZ 0.3 SSE, MN US",0.5935,GHCND:US1MNMR0022,METERS,-94.09929
336.8,2021-03-17,2023-10-19,45.8265377,"ROYALTON 4.6 W, MN US",0.2218,GHCND:US1MNMR0024,METERS,-94.3871773
385,2021-04-01,2024-01-30,46.017935,"LITTLE FALLS 9.3 WNW, MN US",1,GHCND:US1MNMR0025,METERS,-94.54746
392.6,2021-04-01,2023-12-26,46.2581,"MOTLEY 5.3 S, MN US",0.616,GHCND:US1MNMR0026,METERS,-94.6344
370.6,2021-04-01,2024-01-30,45.786272,"UPSALA 1.6 S, MN US",0.9111,GHCND:US1MNMR0029,METERS,-94.566347
377.3,2021-08-28,2023-10-27,46.058134,"PIERZ 5.5 N, MN US",0.2857,GHCND:US1MNMR0030,METERS,-94.097742
370.6,2022-05-01,2023-10-26,45.9304975,"LITTLE FALLS 4.0 SSE, MN US",0.3395,GHCND:US1MNMR0034,METERS,-94.3217222
348.1,2022-04-22,2023-06-19,45.995166,"LITTLE FALLS 1.2 NE, MN US",0.5968,GHCND:US1MNMR0035,METERS,-94.344652
359.1,2023-04-15,2023-11-19,46.085489,"RANDALL 0.6 ESE, MN US",0.9925,GHCND:US1MNMR0039,METERS,-94.490233
252.4,2011-03-01,2024-01-28,48.2646823,"WARREN 6.6 NW, MN US",0.9993,GHCND:US1MNMS0005,METERS,-96.8702708
333.5,2013-04-01,2023-11-13,48.35613,"NEWFOLDEN 0.2 W, MN US",0.8331,GHCND:US1MNMS0008,METERS,-96.33459
362.7,2011-03-01,2016-07-15,43.6527323561469,"FAIRMONT 0.9 NE, MN US",0.9986,GHCND:US1MNMT0001,METERS,-94.4481647014618
410.3,2012-10-01,2013-12-04,43.6467819213867,"ALPHA 1.6 ENE, MN US",0.999,GHCND:US1MNMT0003,METERS,-94.8421783447266
379.8,2015-02-01,2016-11-26,43.5469665527344,"FAIRMONT 6.7 S, MN US",1,GHCND:US1MNMT0004,METERS,-94.4689788818359
360,2016-07-15,2024-01-30,43.645017,"FAIRMONT 0.7 E, MN US",1,GHCND:US1MNMT0006,METERS,-94.448608
377,2018-05-29,2023-12-09,43.83169,"ODIN 2.5 S, MN US",0.6972,GHCND:US1MNMT0009,METERS,-94.735507
356.3,2023-03-11,2024-01-30,43.624454,"FAIRMONT 1.4 S, MN US",1,GHCND:US1MNMT0012,METERS,-94.456635
367.3,2011-03-01,2024-01-30,43.67843,"AUSTIN 1.9 ENE, MN US",0.901,GHCND:US1MNMW0003,METERS,-92.93813
412.1,2014-03-30,2023-10-26,43.645237,"OSTRANDER 5.1 WNW, MN US",0.998,GHCND:US1MNMW0006,METERS,-92.520765
370.6,2017-09-28,2023-10-27,43.6755,"AUSTIN 2.7 W, MN US",0.4899,GHCND:US1MNMW0007,METERS,-93.0286
365.2,2019-05-15,2024-01-29,43.6719,"AUSTIN 2.4 W, MN US",0.7682,GHCND:US1MNMW0008,METERS,-93.0228
370,2020-04-16,2024-01-30,43.66596,"AUSTIN 1.5 WSW, MN US",0.8108,GHCND:US1MNMW0011,METERS,-93.004118
399.3,2021-07-15,2024-01-30,43.7971,"WALTHAM 2.0 SE, MN US",1,GHCND:US1MNMW0013,METERS,-92.8488
387.7,2022-05-01,2023-12-26,43.786777,"WALTHAM 2.9 SW, MN US",0.6653,GHCND:US1MNMW0015,METERS,-92.911975
455.7,2009-12-01,2016-05-28,44.1247,"SLAYTON 9.7 NNE, MN US",0.9869,GHCND:US1MNMY0002,METERS,-95.6998
514.2,2019-04-06,2023-07-28,44.08672,"SLAYTON 7.1 NNW, MN US",0.0743,GHCND:US1MNMY0006,METERS,-95.806357
486.8,2022-03-10,2024-01-30,43.979518,"SLAYTON 0.8 SSW, MN US",0.8887,GHCND:US1MNMY0011,METERS,-95.761542
553.8,2023-04-10,2024-01-30,43.8913,"CHANDLER 2.7 SSE, MN US",0.9925,GHCND:US1MNMY0013,METERS,-95.9396
463.6,2010-04-01,2023-08-25,43.6499834,"ADRIAN 1.5 NW, MN US",0.4153,GHCND:US1MNNB0002,METERS,-95.9529508
481.9,2013-05-01,2016-11-08,43.5870679467916,"WORTHINGTON 4.1 SE, MN US",0.6282,GHCND:US1MNNB0004,METERS,-95.53855240345
487.1,2020-03-23,2024-01-30,43.608144,"WORTHINGTON 1.9 SW, MN US",0.9624,GHCND:US1MNNB0007,METERS,-95.625044
484.6,2020-01-05,2024-01-29,43.5718,"WORTHINGTON 4.0 S, MN US",1,GHCND:US1MNNB0008,METERS,-95.6131
467.3,2021-04-03,2023-12-26,43.79152,"FULDA 5.4 S, MN US",0.2845,GHCND:US1MNNB0009,METERS,-95.6143
506.3,2021-04-07,2024-01-30,43.52377,"BIGELOW 1.8 NW, MN US",0.9339,GHCND:US1MNNB0010,METERS,-95.71524
453.8,2022-03-11,2024-01-30,43.69606,"BREWSTER 0.1 SW, MN US",0.998,GHCND:US1MNNB0011,METERS,-95.46609
483.1,2022-04-28,2022-12-16,43.62657,"WORTHINGTON 0.3 WSW, MN US",0.9957,GHCND:US1MNNB0012,METERS,-95.60339
281,2010-05-01,2010-10-15,44.2947,"NEW ULM 3.1 ESE, MN US",1,GHCND:US1MNNC0002,METERS,-94.4092
296.3,2011-06-01,2024-01-29,44.288464,"SAINT PETER 6.2 WSW, MN US",0.9996,GHCND:US1MNNC0003,METERS,-94.076397
282.9,2016-06-01,2017-06-12,44.3124542236328,"SAINT PETER 1.5 SW, MN US",0.5836,GHCND:US1MNNC0006,METERS,-93.9854202270508
235.3,2017-03-09,2023-12-25,44.1722565,"NORTH MANKATO 1.3 ESE, MN US",0.4474,GHCND:US1MNNC0007,METERS,-94.0123355
301.4,1998-06-17,2024-01-19,44.2563,"KASOTA 4.0 SW, MN US",0.04,GHCND:US1MNNC0009,METERS,-94.0339
306.6,2020-04-09,2024-01-30,44.1693,"NORTH MANKATO 0.8 SSW, MN US",0.6379,GHCND:US1MNNC0012,METERS,-94.04274
304.2,2021-03-13,2023-09-30,44.2907191,"NEW ULM 3.9 ESE, MN US",0.8668,GHCND:US1MNNC0015,METERS,-94.3941708
244.8,2021-05-25,2023-10-27,44.332822,"SAINT PETER 0.3 NE, MN US",0.193,GHCND:US1MNNC0018,METERS,-93.961699
306.3,2022-03-22,2024-01-30,44.1759,"NORTH MANKATO 0.5 SE, MN US",0.7529,GHCND:US1MNNC0023,METERS,-94.02878
233.5,2022-03-22,2024-01-27,44.3394,"SAINT PETER 1.0 NE, MN US",0.9557,GHCND:US1MNNC0024,METERS,-93.9519
236.5,2023-04-01,2024-01-28,44.1781978557603,"NORTH MANKATO 1.3 E, MN US",0.6733,GHCND:US1MNNC0028,METERS,-94.0098037647802
268.8,2023-04-10,2023-12-26,44.1636125,"NORTH MANKATO 1.2 SSW, MN US",0.6973,GHCND:US1MNNC0030,METERS,-94.042486
304.2,2023-05-01,2024-01-28,44.4085098,"NICOLLET 9.6 NNW, MN US",0.9925,GHCND:US1MNNC0031,METERS,-94.2381743
332.5,2010-03-01,2024-01-30,47.2601667,"TWIN VALLEY 0.1 NE, MN US",0.9995,GHCND:US1MNNR0001,METERS,-96.2576667
314.6,2009-10-01,2015-11-20,43.9929,"ROCHESTER 3.9 ESE, MN US",0.8642,GHCND:US1MNOL0001,METERS,-92.4074
371.2,2010-11-01,2012-05-06,44.056945,"ROCHESTER 3.6 NE, MN US",0.5793,GHCND:US1MNOL0004,METERS,-92.434792
352,2010-11-01,2015-02-16,44.011594,"ROCHESTER 2.5 W, MN US",0.8471,GHCND:US1MNOL0005,METERS,-92.529297
363.3,2010-04-01,2023-10-31,44.042241,"ROCHESTER 4.1 ENE, MN US",0.5735,GHCND:US1MNOL0006,METERS,-92.404687
367.6,2011-03-01,2018-10-06,43.9555,"BYRON 5.7 S, MN US",0.6717,GHCND:US1MNOL0007,METERS,-92.6324
348.1,2011-04-01,2015-10-23,43.976849,"EYOTA 5.3 W, MN US",0.6724,GHCND:US1MNOL0009,METERS,-92.337047
373.4,2011-04-01,2023-10-07,44.045833,"ROCHESTER 5.8 ENE, MN US",0.7498,GHCND:US1MNOL0010,METERS,-92.370278
378.3,2011-04-01,2011-10-13,43.9194414,"ROCHESTER 6.7 S, MN US",0.9956,GHCND:US1MNOL0011,METERS,-92.5008275
312.4,2011-05-01,2023-10-31,44.095415,"ROCHESTER 5.5 N, MN US",0.6291,GHCND:US1MNOL0012,METERS,-92.467963
313.6,2011-08-01,2013-04-19,44.020793,"ROCHESTER 0.5 NW, MN US",1,GHCND:US1MNOL0015,METERS,-92.486261
307.5,2012-04-01,2023-10-29,44.0738067626953,"ROCHESTER 4.1 N, MN US",0.6458,GHCND:US1MNOL0016,METERS,-92.4919586181641
371.6,2013-02-01,2024-01-30,44.03975,"ROCHESTER 2.6 NE, MN US",1,GHCND:US1MNOL0018,METERS,-92.43747
384,2015-03-01,2024-01-30,43.853445,"STEWARTVILLE 5.1 W, MN US",1,GHCND:US1MNOL0027,METERS,-92.59072
324,2015-06-01,2024-01-08,44.0019,"ROCHESTER 5.1 E, MN US",0.6986,GHCND:US1MNOL0029,METERS,-92.3783
319.1,2016-03-27,2024-01-30,44.083725,"ROCHESTER 4.7 N, MN US",0.9986,GHCND:US1MNOL0030,METERS,-92.483157
313,2016-10-19,2024-01-30,44.051437,"ROCHESTER 2.5 N, MN US",0.9995,GHCND:US1MNOL0032,METERS,-92.486812
339.9,2017-08-17,2021-05-06,44.037786,"ROCHESTER 3.2 WNW, MN US",0.3204,GHCND:US1MNOL0034,METERS,-92.53416
350.5,2019-05-18,2023-10-25,44.07617,"SAINT CHARLES 7.6 NNW, MN US",0.0771,GHCND:US1MNOL0038,METERS,-92.09787
364.2,2020-03-05,2024-01-28,44.0867,"BYRON 3.6 NNE, MN US",0.5978,GHCND:US1MNOL0039,METERS,-92.6145
326.4,2020-05-01,2023-10-30,44.043,"ROCHESTER 2.0 NNE, MN US",0.499,GHCND:US1MNOL0041,METERS,-92.4675
317.9,2020-04-04,2024-01-30,44.004760783,"ROCHESTER 1.5 WSW, MN US",0.9241,GHCND:US1MNOL0042,METERS,-92.504209507
374.3,2020-05-11,2023-10-26,44.06115,"ROCHESTER 5.8 ENE, MN US",0.1179,GHCND:US1MNOL0044,METERS,-92.3808
303.6,2020-05-18,2024-01-27,44.076266,"ROCHESTER 4.2 N, MN US",1,GHCND:US1MNOL0048,METERS,-92.485537
305.1,2020-05-27,2024-01-30,44.0972,"ROCHESTER 5.7 N, MN US",0.6696,GHCND:US1MNOL0049,METERS,-92.4594
389.5,2020-06-20,2024-01-27,43.858347,"STEWARTVILLE 4.3 E, MN US",1,GHCND:US1MNOL0050,METERS,-92.403066
313.9,2020-08-01,2023-08-11,44.019927,"ROCHESTER 0.8 WNW, MN US",0.6617,GHCND:US1MNOL0052,METERS,-92.494153
365.8,2021-04-07,2021-11-12,44.0415965,"ROCHESTER 3.3 ENE, MN US",0.9819,GHCND:US1MNOL0056,METERS,-92.4233457
346.9,2021-03-25,2023-11-09,44.0407,"ROCHESTER 4.7 ENE, MN US",0.6063,GHCND:US1MNOL0058,METERS,-92.389842
308.8,2022-04-19,2023-12-26,44.02665,"ROCHESTER 1.6 ENE, MN US",0.9898,GHCND:US1MNOL0061,METERS,-92.450354
378,2022-03-21,2023-10-28,43.934237,"ROCHESTER 5.6 S, MN US",0.6308,GHCND:US1MNOL0062,METERS,-92.471059
349.3,2021-07-23,2023-11-21,44.023735,"ROCHESTER 2.4 WNW, MN US",0.499,GHCND:US1MNOL0063,METERS,-92.526016
318.5,2022-04-29,2023-01-15,44.006149,"ROCHESTER 2.3 WSW, MN US",1,GHCND:US1MNOL0064,METERS,-92.522186
313,2022-04-21,2024-01-30,44.140491,"ORONOCO 3.3 ESE, MN US",0.8815,GHCND:US1MNOL0065,METERS,-92.480507
314.9,2022-04-12,2023-10-27,44.067001,"ROCHESTER 3.9 NNW, MN US",0.5904,GHCND:US1MNOL0068,METERS,-92.510147
306,2022-09-14,2024-01-29,44.02282,"ROCHESTER 1.3 ENE, MN US",0.9742,GHCND:US1MNOL0072,METERS,-92.45464
340.8,2023-04-10,2023-11-03,44.004815,"ROCHESTER 5.9 E, MN US",0.899,GHCND:US1MNOL0074,METERS,-92.361709
313.6,2023-03-31,2024-01-28,43.87828,"CHATFIELD 2.7 NNW, MN US",1,GHCND:US1MNOL0079,METERS,-92.21656
340.8,2023-03-25,2024-01-29,44.012798,"ROCHESTER 0.2 SW, MN US",0.9925,GHCND:US1MNOL0081,METERS,-92.481384
359.7,2023-03-20,2024-01-12,44.0421776418757,"BYRON 0.3 NNE, MN US",0.998,GHCND:US1MNOL0082,METERS,-92.639776468277
340.8,2023-04-06,2023-10-28,44.026043,"ROCHESTER 2.4 WNW, MN US",0.7379,GHCND:US1MNOL0085,METERS,-92.525406
319.1,2023-04-10,2023-12-01,44.08411,"BYRON 3.2 N, MN US",0.8051,GHCND:US1MNOL0089,METERS,-92.6496
317,2011-04-01,2024-01-26,44.04147,"ELBA 4.7 SW, MN US",0.9996,GHCND:US1MNOL0991,METERS,-92.08819
380.7,2009-12-01,2024-01-13,46.296638,"FERGUS FALLS 0.9 NNE, MN US",0.7106,GHCND:US1MNOT0002,METERS,-96.065483
420,2009-12-01,2023-08-11,46.258333,"BATTLE LAKE 2 S, MN US",1,GHCND:US1MNOT0003,METERS,-95.714722
405.7,2011-12-01,2023-11-13,46.570709,"PELICAN RAPIDS 1.4 W, MN US",0.5956,GHCND:US1MNOT0004,METERS,-96.116027
366.7,2012-03-01,2024-01-15,46.28533333,"FERGUS FALLS 0.5 E, MN US",0.999,GHCND:US1MNOT0005,METERS,-96.06625
419.7,2012-03-01,2024-01-30,46.6596704721451,"PELICAN RAPIDS 6.3 NNW, MN US",0.9996,GHCND:US1MNOT0006,METERS,-96.1122219264507
434.3,2012-04-01,2024-01-14,46.38412222,"DEER CREEK 2.0 WSW, MN US",1,GHCND:US1MNOT0007,METERS,-95.36218889
407.5,2012-09-01,2023-10-12,46.4393,"OTTERTAIL 1.5 NW, MN US",1,GHCND:US1MNOT0009,METERS,-95.5887
413.3,2013-07-01,2023-12-25,46.2695927917957,"CLITHERALL 1.1 WSW, MN US",0.4136,GHCND:US1MNOT0011,METERS,-95.6522049754858
406,2013-07-01,2024-01-15,46.42645,"RICHVILLE 5.8 SSW, MN US",0.9994,GHCND:US1MNOT0013,METERS,-95.66825
401.1,2013-08-01,2020-08-23,46.16406667,"BATTLE LAKE 8.3 S, MN US",0.4842,GHCND:US1MNOT0014,METERS,-95.70605
431.6,2013-09-01,2019-12-10,46.6028,"DENT 5.1 NW, MN US",0.9038,GHCND:US1MNOT0015,METERS,-95.79836667
399.6,2018-03-11,2024-01-19,46.35385556,"FERGUS FALLS 5.6 NNE, MN US",0.2807,GHCND:US1MNOT0016,METERS,-96.01336389
369.7,2014-06-12,2023-11-06,46.21253,"FERGUS FALLS 6.3 SE, MN US",0.1485,GHCND:US1MNOT0017,METERS,-95.99484
415.4,2014-07-01,2024-01-30,46.519,"RICHVILLE 1.2 NW, MN US",0.9987,GHCND:US1MNOT0018,METERS,-95.64433
425.8,2014-07-01,2018-09-23,46.39035,"DEER CREEK 0.0 SW, MN US",0.7134,GHCND:US1MNOT0019,METERS,-95.32226
415.4,2016-04-16,2018-08-09,46.5916161,"PERHAM 0.7 SE, MN US",0.5934,GHCND:US1MNOT0023,METERS,-95.563233
413,2017-04-15,2018-05-11,46.3672,"FERGUS FALLS 6.9 NE, MN US",0.9939,GHCND:US1MNOT0025,METERS,-95.99278
